AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1024.0,-16556.0,11868.0,10233.0,-1483.0,497.0
1300.0,-10144.0,12292.0,13389.0,-2015.0,3820.0
1700.0,-4744.0,13312.0,3969.0,-126.0,3671.0
1196.0,-6388.0,11764.0,-6654.0,3306.0,1770.0
956.0,-15376.0,10880.0,-8303.0,4286.0,-2234.0
940.0,-17448.0,10732.0,305.0,1715.0,-3127.0
1100.0,-16252.0,11632.0,10415.0,-1138.0,590.0
1380.0,-11092.0,12340.0,14037.0,-1714.0,3979.0
1588.0,-6016.0,13500.0,6022.0,-62.0,4067.0
1248.0,-6176.0,12704.0,-4300.0,2985.0,2072.0
904.0,-13356.0,11492.0,-8006.0,4512.0,-1695.0
1008.0,-16232.0,10948.0,-2636.0,2768.0,-3343.0
968.0,-16436.0,11540.0,6074.0,343.0,-761.0
1204.0,-12956.0,12400.0,11585.0,-1378.0,2440.0
1372.0,-6456.0,13596.0,5048.0,-340.0,2943.0
1400.0,-5036.0,12516.0,-5350.0,2506.0,1620.0
1052.0,-14636.0,10164.0,-6874.0,4142.0,-1605.0
1284.0,-19128.0,10688.0,1336.0,2234.0,-3700.0
964.0,-15224.0,12224.0,12129.0,-1123.0,343.0
1316.0,-8412.0,13052.0,11368.0,-920.0,4280.0
1528.0,-4076.0,13648.0,565.0,1447.0,3953.0
956.0,-8076.0,12564.0,-9101.0,4156.0,204.0
756.0,-15340.0,11068.0,-8987.0,4263.0,-4350.0
988.0,-18312.0,10120.0,403.0,2092.0,-3939.0
972.0,-16808.0,11952.0,12078.0,-1148.0,108.0
1332.0,-9568.0,12844.0,14016.0,-1863.0,4092.0
1572.0,-2676.0,13992.0,1583.0,683.0,4067.0
964.0,-5900.0,12028.0,-10675.0,4623.0,1340.0
872.0,-16420.0,11000.0,-12894.0,5363.0,-4168.0
1000.0,-18936.0,9788.0,-2808.0,2893.0,-5601.0
1064.0,-19448.0,11948.0,11359.0,-856.0,-1197.0
1496.0,-11336.0,12128.0,18577.0,-2681.0,3697.0
2060.0,-3508.0,13568.0,8132.0,-440.0,5075.0
1436.0,-2688.0,12760.0,-7025.0,3813.0,3125.0
820.0,-13048.0,11052.0,-13405.0,5996.0,-1993.0
1088.0,-18792.0,9000.0,-5516.0,3901.0,-5959.0
1396.0,-21788.0,10984.0,10782.0,-455.0,-2331.0
1288.0,-13372.0,12336.0,22619.0,-3773.0,2909.0
2020.0,-5100.0,13392.0,15217.0,-2255.0,6715.0
1956.0,988.0,13376.0,-2011.0,2164.0,5131.0
676.0,-9668.0,11408.0,-13061.0,6485.0,523.0
1088.0,-17700.0,9964.0,-9007.0,5499.0,-5936.0
972.0,-21096.0,10272.0,5983.0,1652.0,-4114.0
856.0,-15588.0,12832.0,18360.0,-2412.0,907.0
1416.0,-5604.0,14016.0,13598.0,-1939.0,5364.0
1768.0,-140.0,13792.0,-2353.0,1958.0,4399.0
780.0,-9568.0,11440.0,-12714.0,5980.0,-142.0
1072.0,-16540.0,11200.0,-11892.0,5450.0,-6421.0
696.0,-17972.0,10936.0,236.0,2195.0,-4868.0
1096.0,-17100.0,13264.0,12160.0,-1079.0,-409.0
1164.0,-8824.0,13516.0,14326.0,-1624.0,3650.0
1804.0,-2436.0,13892.0,3243.0,575.0,4381.0
1200.0,-6368.0,11992.0,-7852.0,3713.0,2158.0
528.0,-15064.0,11404.0,-9626.0,4160.0,-2631.0
820.0,-16768.0,10000.0,-1211.0,1448.0,-3536.0
1204.0,-18288.0,11588.0,10026.0,-1222.0,144.0
1096.0,-11292.0,12752.0,16689.0,-2368.0,3652.0
1464.0,-6440.0,13476.0,9643.0,-991.0,4747.0
1604.0,-4836.0,12996.0,-553.0,1574.0,3129.0
